,title,published date,url
href,Flight MH370: can underwater sound signals solve aviation’s greatest mystery? - The Conversation,10 Jun 2024 ,https://news.google.com/rss/articles/CBMirgFBVV95cUxOLUluTElUSnk4NGlrRkZHVGo3aEZjM25zWVhUakVaREpHemNCVThNdVpwUGxobVMxYXdveFNWWTNiVGRpVmR3YVZIaUtZZFFfMDBYSDRPXzZsRzF1eWUyRjZCYmQ0OXFtSlpTTFlwXzFPUmlvTkluWm1vRENoWkJSV1A0U21IMmxadE9sNm0wSkJGZjZScWJRRldpRWFPSmlUVWxyVThCVklZcld4TEE?oc=5&hl=en-US&gl=US&ceid=US:en
href,Flight MH370 is still missing after ten years – forensic experts explain what we know and why we haven’t found the plane - The Conversation,08 Mar 2024 ,https://news.google.com/rss/articles/CBMi5wFBVV95cUxQLVV0TWlpTXZpWWU5akp1YXh3Z056MEozaTNUZnQ4Y1ZaYW9NbVJUTm5Od016MUFsNEU5aHFKdkJHa25SNUI1Z2F2YndzLWJ3LUcyUktmTHYtQU82UHAzdE9iYVVlY1RsRlppRGlDMlFROERqOUpkQlVtNjNVM2VNQVFzelhEOV8wYXgwVS1ydi1qeU5UTTg5LXBON1FkaFFUeWFZVjJsNmphcHpDZmI2MzY4UUZTUXE2dk9sMjRoc0tFSVFLRkFRQ3hDaWdpQjJmYmxPMDZvbms3QzI2enhMZmM0WGtfVU0?oc=5&hl=en-US&gl=US&ceid=US:en
href,Video does not show mythical aircraft that ‘vanished for 37 years’ - AFP Factcheck,17 Jul 2024 ,https://news.google.com/rss/articles/CBMiWEFVX3lxTFBwYkU2V19Zc1QzeW55YzlSYVdtYlRHVm11ZHhqVVZ5R3VySlFGcGh4UERvTEJHYkhZOENMd2VyWW9qNVZoRDBuNElmaGFtVmFmYlVnRnJqdi0?oc=5&hl=en-US&gl=US&ceid=US:en
href,What really happened to Flight 293? - KING5.com,03 Oct 2024 ,https://news.google.com/rss/articles/CBMi6gFBVV95cUxOYktWaWN5ZUlEc0ZWMVBCQWcyYzlvMnpsVVZpZ0h3TFVVRXVFNmVrdUFhNFZtemVaaEQ1cmZJYmhSS3NkemMyei1TUVNydFZ4ODVRNXJFblhvLW5qTG1UOGNiZWdSdjlzY2dyQW9IUi1fRHJHbGxrdUlfaGo4aUp5VmNaLVdaaHEyMUtraHVPaUVFRkM0MEExVE11SjJXTGhSSWRBYVRjcC15YlkyZjZoUGNJNUhiZlM5QXJDTWpxSVR2a2g4SnViZC1yX1pSVElPQlNKREhqTjU5ZmtTSjBWR3FCUEhPTWR0WVE?oc=5&hl=en-US&gl=US&ceid=US:en
href,"10 years after the lost Malaysia Airlines flight, satellite tech remains a work in progress - Fast Company",04 Mar 2024 ,https://news.google.com/rss/articles/CBMixgFBVV95cUxOTkhDS0ZMaWZwOHlHNHVreWp4M3ZRQWFBS3ZKeVNUeExxVmd2eS10WWtNNjF3MkVPUTMzbm5QUWZoWWV2TVBNMnU5TXd5T3VDalgyUXBsU1I0QUJHWjI0YWJWYkFjSzU3V05Ba2FjYUlKd0ljd3RkMzhqemNzRFVuT2prbHY5bTgzVV82VmVpVHhMZWpTNEhHenZYZWRES0tvbVRKZ21CeUx5ZHotTm9IZGc0X2hLNWl0REZGaHk5WERkalRDaXc?oc=5&hl=en-US&gl=US&ceid=US:en
href,The Disappearance of the Hawaii Clipper May Not Be as Mysterious as Was Thought - Fear of Landing,29 Mar 2024 ,https://news.google.com/rss/articles/CBMitAFBVV95cUxQV3lORk51TVVYaWwyNnJKaXNKLW8zRjQ2MlFtWHdKNWRtNnhSeGNkdURHejdnbmdfWWt6UnZQNjhyaFdXU25zRWdOYVVEX044XzhlaVhyMUw5R0h3YWNPUlFnQ2FZWnQ4YWpFRElkZDRUZHJWWVpvc2QwYURKYnRWekkzTE5tU0c0ZGxPYU9pTTdDemFRTTFscGVDTDZxU2Z0WWRRVmRiS1ZkcHZ6RUlfX1ZJVGw?oc=5&hl=en-US&gl=US&ceid=US:en
href,Has Amelia Earhart’s vanished plane finally been found? - PBS NewsHour,31 Jan 2024 ,https://news.google.com/rss/articles/CBMikwFBVV95cUxNcXdaZ1N6bjdCSXpObTg3Ykl1RE5CNTJodkhCQkFKNjU3VFRnaTdfaVJCYTBsWmRyeFJsM0dlUGY1cWpWQlc5a2NzVHVQWjF2SFl6UE9mM1A4RVBFWVFSclJ1SnlyYlBhRFA5RzVNYkpzN0dDSG5mTkI1VHIzRjhzSXcyMEtaMDNNZTZqOWN4V3JydXPSAZgBQVVfeXFMTXU2LS00Ni0tcjNpdVEzRG5NdGdIanNZTURUaWpoUXNuWDk2VFVYNmVJVjNEb3puQzFkUEZ2Q1RNXzRjeENFVk5WTXRueVJyWVZkQXFUWU5nLTgxUVdOdUNDdDEzV0hzSjlyVGozeGVvbHRfUUx4UHpYTVdKNjVpakpzY1lCMVRxVlAzS0s2WXpLd2hKWVJkc3k?oc=5&hl=en-US&gl=US&ceid=US:en
href,From MH370 to the disappearance of Flying Tiger Line Flight 739: The baffling mysteries of 6 missing fligh - The Economic Times,31 Aug 2024 ,https://news.google.com/rss/articles/CBMiggJBVV95cUxQUUl2MU5EcFJTcUhEZGJiOERqa0lNVEpjN0pDUkkxRVQxdFZPU2dTeW80YXc1QjhFVWNrdWV4Q1FiTi1JMjB6ZG1sWmpqNzhQZEhEQXFnRHhCaEROQUJmNlhZai1IMGVtWGVZRl9xWEhrY1ExNkI5elR6Z1VfLS1OT0lQYTFVdFlOZUYwLXYyVE1BLWZrN204TTdaTjlxX1UxMnZ2MmMxTndEQW9YUFBjQzVvdUU5TFdvUzk5dkxnUU1WRFN0OFdTSWhWZ2lLYUNRNUpLOWlfWThZclNsNmlwa01GdUlUMDV6Nlh2QXc1bnlyQ0VaVTFXbVRRdV9IODFINlHSAYcCQVVfeXFMT0plVUJUQ3NzTUx1andmUy1vSnpnakZiLW9KQ2wyYnp3SU91aEJlLVJ0aFdiY0doUEx1VXN6RVg5SFItSDgwdHhzWWhET3Q0cHM2VVdRWHdRMzlkZmxJWWFvZkJCeC1CbUdtTjE0eUxkMTJfMTBKR054SFkxaE8xTXZDMEE3ZFFQY2xyOHNPeEdmOVFJVGUwSUNlZ3VoMDRBR3FkdVFfYktWZVZzd0ozWFhITlRURHM3aDl0cENCLTdpUkZwRmNjZFpfNTVMM1l2NkhYSFNvTTctNnJoa09WUTczaHhoRWUzbF9lWms5YTQ3d3hsbkMtanhTZ21sd1JPM2V6ZE50STA?oc=5&hl=en-US&gl=US&ceid=US:en
href,US probes Boeing 737 flight found with lost external panel after landing - Al Jazeera English,16 Mar 2024 ,https://news.google.com/rss/articles/CBMiswFBVV95cUxQa2Y4VVpyVFFISUdLOEtwaVMyS0Z6R0RfTG80R0ZwRm0xQ1gwNG94R1RDRFo2QXhVZExZcUtRXzZ2SGQwY0w2bWJ6Q2hHbWZoODJ0d2pBRUliMVkyVFdxTjdQM0k0SjlyWGNONzdGbTRJUC11aFZnM2k2Qzc5LVpzYmxYVUFjUmI1MnNNM3ZaNGVjT2lQVkV1azBRT1hQUmttYmJfd1dMMzZXYVZTdEh1Q25kb9IBuAFBVV95cUxOMUpOTkVoWURnSlNaUXlGTGFvVEtVR1R6Qk5rTzVzLVREd2tJTU1yYUs0cngtUjMxbDhaaHpBcGhwS0RMSG85WVg1bVVNVTk5RzdLRk9Ud1hIN0lFU3NVSG5JOHlJUVlFZHNaRWUySjZydU1kYmpxWkpmN1NVV0M3M2JkVV9ZNWowWGJ5LTNrcWRicGk5a0kxcVhnaXQ0cjNlTmczR1VCVG5rX1FTQVUzX1c2QmdJalRp?oc=5&hl=en-US&gl=US&ceid=US:en
href,Frozen in time: Families of those on missing Flight 370 cannot shake off their grief without answers - The Associated Press,06 Mar 2024 ,https://news.google.com/rss/articles/CBMingFBVV95cUxOZDNPZXhSRGZYNFpkUGtzS19ETGpzSk5hNlRDYVl0ODZkR2Q1d3daNEhxaFFFaXAxTmVpRUh5X295MWFXb1ZWTlBVRUNfTVRFUnVOLWluUF9GWmwyZnNtOGFxZzdkSUxCbm9RQnFMMGoydC1kVWZMcEloc3M5QktUX1liMGpKbk8wN3VqRVhtTHJBd0JIYkVUc0hydjA3Zw?oc=5&hl=en-US&gl=US&ceid=US:en
href,United flight from San Francisco lands in Oregon with fuselage panel missing - CBS San Francisco,15 Mar 2024 ,https://news.google.com/rss/articles/CBMi1gFBVV95cUxOcElySlZ5eG1LcmNHWVRYLTNBLTc2bnI3X3JWRy1OaDJEdnNUbkxGWm1lZlRkazZtaWZXYU0yRlZZOHRZbnlWdkNpRVlCT2tMQlhDbEJBZkNGdnA2LWQtSlBzVldmd2kyMmwyblFwYmQwRDg4Vm82MExqMHhaV3ZJX1A5OFR4b0NlcGk3TlAzenNWN3V6T21lbDZFT0RTMlV4T0N6aFRoZU1maFpNMDdYdTd4RkNnUDdVSVhpQkI0UGh0bkdrZlhGZlV5dDRReGpCWlowdV9n0gHbAUFVX3lxTE16SWVoUHhMZjVlenpKX094RHdIeW5vcXRhbk80ZzJ1MDJqOVFiTEdWa2NEU3VLQ1V0c3BJYTIwZXB5T29US1RoSmpaejd5UEFScnY4VG5mTGt1ckNTUjZVMGlpMm9CbXpzb0RtSk4wVUUtWDlLRng0aXhqU0RGNmdaMVk4ZWdhVTJBNDAyd3JPSEtnU2RkVFl0emEyS3M2NEhvTXg5UFhGZGlJZVpsbHlZRGNLOTRQZHcwS3BtV1JKTW5ucDJsMVdnVVJ0ZUI1VTM5M2xzWGRlaTl3OA?oc=5&hl=en-US&gl=US&ceid=US:en
href,7 Strange Plane Disappearances (& Where They Went Missing) - TheTravel,19 Jul 2024 ,https://news.google.com/rss/articles/CBMiZkFVX3lxTE5QN29tVHQ4cnVtUlRIRU52UEV0aGZZdmFDUVlqM2VyeFVXOEpvYUZoWUNsMVJHTmM5Vm9BVkd3NG9IdkpOaHJ2eWVqbmFCeUZQUTJ6dnJLTnZ3R2MwcXJMaUwzNWVSZw?oc=5&hl=en-US&gl=US&ceid=US:en
href,A Plane Vanished Over 53 Years Ago In US. Experts Say They've Found It - NDTV,17 Jun 2024 ,https://news.google.com/rss/articles/CBMirAFBVV95cUxONXRUSkVQSWlNd1B0cDRNT3ZoNHB0bmNGYzhYOFN6bUhKQUg2UXpPemoxemM3Z20zQVUtcXVSbDB6OTRkTkxLREJHQlI2NTJweVV4M0FYNzhCaUlPXzNSYnZRQVZRNW43bWc3YW5PbDVmWVZaSE9INGtGUXpxbk4wem5jTjF2Y3RyMklPU0tMVWJXTzBTYmo0TFVpam83ZEZMOWpsWl95R3I2aTRi0gG0AUFVX3lxTE9xQ3AzMDdMWVZvRVhrMXgzbXhFWXBNYkRrMU1VcVMwSkVMbVNoQWxXODBWRVVfWGMyQThaWjNiNlR0RWE0UVRmSjJVNmZiX2QtSEszWDQ1bkFHeEFNRGtZWmNiTnhGT2dPMlJqSEs0LUdWZDBnemtNR2QweG5RaEw1UTROVUZaM3hKZWtqRWpXc1pmWnZCN2F1ZW1vU2I0VkR6MUhib0FVZzdPNGdPSk5VVkNTTQ?oc=5&hl=en-US&gl=US&ceid=US:en
href,Explorers say they think they’ve found Amelia Earhart’s long-lost plane - CNN,30 Jan 2024 ,https://news.google.com/rss/articles/CBMimwFBVV95cUxOVDMtbUpfdE5zaU5BUGVTTS1OVzN1WGlnb3Zhd3BWRFFfT0hDdFJzT0U0RXFMVWU4R1JneXU2TzI2TjlMX2YwTDlXX0dremFFcUJIcHp0VzJiaUViUVIzZ1UzaFVWc3JpRkNwdGhGd0pzeERMU3lFdmVYdzhkX1IzVk84eTc1WlNWU3RfcnVrYllmYzh2Z1hYaGNyWdIBkgFBVV95cUxNWi02SmloS1JCZVpmZEU4TExEalV6dVl2SFF1cVh4U1lMeFZGak5WckwtaXoteVQ3ZFo4akgwNFNfSUdGUjJ2SEtncFFXdk1JSDNNY01id04tV3hxbnNGdHhkX0VfTWF3dlQwRmFkeWpWV3luSVZ2LVZSMDM0cjRLWFJkclB6TGFqYno3dVRWcnY0QQ?oc=5&hl=en-US&gl=US&ceid=US:en
href,Their partially sighted cat went missing on a flight. Weeks later they still don’t know what happened to it - CNN,17 Apr 2024 ,https://news.google.com/rss/articles/CBMigwFBVV95cUxPSHpNd18wdWNkWXhHODBkYll2bjdRZUVPc3B5eG5UOG5vcjdyVDdDdE9xWHIwN29uaUkyeXc3NkExbVE3alBWQjB3VnlLMTVfWlpGX1NwWDhaZEJBbk5oQVlTTEFXajVRUUMyMkFKVlZOb1c4NGllZXdZOFgxMlp5NVJBa9IBekFVX3lxTE1uemFmN0VHY21ocE5CcFdCMGJPa2Vwbkpjd1QyNjhwdlpjRVhMYVdKVkRBMy1IeVY3eGFVTzY3c0xsLXJxbVNKakdqc1ZJaFNHQ0xIZkhTYzVTejlaQzVBaGFMSmM2RVo5eW83ZDctYzdqVDc5MUtjNUFR?oc=5&hl=en-US&gl=US&ceid=US:en
href,"Tire falls off United Airlines Boeing 777 plane departing San Francisco International Airport to Osaka, crushing cars - ABC7 Bay Area",08 Mar 2024 ,https://news.google.com/rss/articles/CBMimwFBVV95cUxPdWlKT3hxRHdldmZOeVJJWW1uNFNheUJveGgtcTMyNnF3VlNBNUhKd0Z4cE0tLUZlQU5laVJvaUpmQTc2VW9fOEk5TGZxQ25kVl9wOFBSdUNPbFowNXFRMTZFWUJyVVRBVi1EY25Ra2laSFhjVE1ROWlVeUZWU0FzellLU1kxMkhRMTdwTFBPajVramFYcVI1VmRJRdIBoAFBVV95cUxQaUxNNHJONVVVQ3ZsQnVpaTN6R05fbmFwYk9lZGNZaEF1cHlsOTlRYUY4QTZjZU1iMmRhLXBCRmhfZnVXRE5JQkhFV25pa2lxX2J3TFJBTFhjTjJScGpzR1RlR1lsVmJRQzZnMXF2anFBTHVobEFja1JvTlZaeFNPektEdVlNQXV6TGZaUDZQVmtRcm5fYWZIaF9CM0Vaamtu?oc=5&hl=en-US&gl=US&ceid=US:en
href,"Ten years after Flight MH370 vanished, the mystery endures - The Washington Post",07 Mar 2024 ,https://news.google.com/rss/articles/CBMilwFBVV95cUxNZ0Y4SVhMU0JzdlpuakZFOTJycmlYV2lBVDFkczZTUlRacFJOVUZzTlpkcFhQVmVqWEZSd3llZ2pla25oaTN2cmh3ZFJHRXB0c0tKaWduUjUzQW9YclBVdHNBLVhocWNNd2tDOU94b3FqbHJxei0zOHVrUnlXNHNENUtYTE9sVXF6SFpKa2JrY04zb09MeE80?oc=5&hl=en-US&gl=US&ceid=US:en
href,Malaysia says search for missing flight MH370 must go on - DW (English),03 Mar 2024 ,https://news.google.com/rss/articles/CBMingFBVV95cUxPa3RheGFQNkY2QmhDZGU2eEd5c2tpNlk5MzJGN2tJVERidWF5NmNsLXp6bE5kdjV6eFdOWFBxM3NRWklSdGxoSU81QjdwVDJrR1FPV2Z6dG5aZmN1VVgtZkRpX1hxWmV1TFJUQzhiS2s5U2J2UDB0NzNYNDE4VlAzUDRhSU9SbGgyR0tETk1Wc1dvUVFZaC1UWVU2YzFzUdIBngFBVV95cUxPNFFzQ09hV00tcXVLbDNNc3UyaVhHN05DWlRVOWtYRmhxRFBmMDhDRDlscmJiU2QwT3pGb1lLWklkanJncWFNTXVnVXpZNzF0UWxuOXpxTUZxZjFKRVRwUnItZ19xRlNhcHd2WlZfbnVSMjFVOFBEeFNqcTE4TGc5WEFGN0lDckh3dFJTbFY5NDJRQUVvWExCMVAzcGxCZw?oc=5&hl=en-US&gl=US&ceid=US:en
href,UK Scientists Plan Seabed Explosions To Solve Mystery Of Missing Flight MH370 - NDTV,26 May 2024 ,https://news.google.com/rss/articles/CBMiuAFBVV95cUxQamVkZlVLU080VVZlNTVndzk3T2E5MGxRUFQ5T3FWUVJuVm9HUFpra1BmdjhIM2xEbUNTckVsVVIxc25VdzJPMExLMWRtUVlTZzJaNTloZzZhckU1eWlCdkRLUmRrWUFTeGFjS2RUMWhJTkcwTElHSFkzdk94X2k5QWthdjR6dENKcEZUT3hIcFk1Sm9heThacDVVam03b2N6dEdxdVZJcnQ5RHQtTzJrNnhXOGxKWUxE0gHAAUFVX3lxTFA0VzFfZFZhVFhBZXhMMmtsQjZyM2VXNlhuaGdvSWJHR2pCUzBwaWNWRy1ZYmxHdXBKSmlDbHhjVnpVTTBxV3B3YTFrWVRrcnRrTVRjYlNjUUNGYzRhWXpZUjlRVHZLQTJOV0RSQ0wwcjN4U2pueUxLa3lUT2xRNl96cXZuMXhkMUg3VHF2NWdoRHpzZjBTeERwREJaVjBvX0oxRFhGSTJLS2hRMDdMaE84U0dkYUVnQ19LMDRtU09DTg?oc=5&hl=en-US&gl=US&ceid=US:en
href,Aiken resident's search for Amelia Earhart featured in Discovery Channel documentary - The Post and Courier,05 Aug 2024 ,https://news.google.com/rss/articles/CBMizwFBVV95cUxNeXhZYy1CX0poOVVNdDBxUzRZd1JkWFVqWjJicVh0Z181QlZ3eXYxU2xnZ1JweXVscHpRS29NOHF3eW14ZV8wU3c3bVFuUG9xZEVUbzNRLWlFRjRTLThBajhnNi1ybWRVQjJfVXpJYTZteGg3ek13bWR2R0JRY05UY08wT0pZNnpUZVM2SEhHOUtqdnRZWE9qRkVLRmtMSERPWWRMZWhzWnJwY3F1R1RDQTZLV3llV2hFb2Fmd1RzM24tY1pBRkx6VTNJODhyMFE?oc=5&hl=en-US&gl=US&ceid=US:en
href,New efforts to solve Malaysia Airlines flight 370 disappearance a decade later - CBS News,09 Mar 2024 ,https://news.google.com/rss/articles/CBMirgFBVV95cUxNb0p1andCVFdKVHFsczlqUEQ1Tng1Nk83R0xpb3A1WG5qOE5uajNHbUFHS1JIR2NOS2hVdEtMb1M0UXRKRHBoanZGdThWV090VWQtT01EclcxbjZKYWdaay12cEZYWVdPd2I0Tk42S0QyUkIzc1N5Mmoyem1QNjJkb2FQQVZIUF8ySEZpNVgxZTRseUY0RUZVOUZrQmI0WkFFQlBmczhfSFljSzZ6SFE?oc=5&hl=en-US&gl=US&ceid=US:en
href,"The plane lost power and was crashing. Lucky for a Santa Rosa family, the plane had a parachute - Los Angeles Times",13 Mar 2024 ,https://news.google.com/rss/articles/CBMi3gFBVV95cUxQcEJpYXlaUkx2R3gzVTdqYnlzeFczaGlXMGlpcVprSnBZS2lHSjNaZi1uM0FBQ2NwSXVNTks3Y3FiSlZZWjNndTFmR3oxM0pWWG1ycnpwUWFWSlV6d0xDcV9pakF4YkIxbFI0NU1vZVJiYnhqenBBSmIzN0Vfc0N6dTZpWFUwV1lDWFVrUFNzM09oRm13RVI4VWVJWkR4UkVxTWtSUW03RHNSb090MlRjY0xwSl9NWE9lNF85aklVTnNiVFNvUGpuZ2dEX0N6ZGdYaDhfM0dDVzhlYTItVkE?oc=5&hl=en-US&gl=US&ceid=US:en
href,Malaysia could renew search for MH370 plane 10 years after it vanished - Al Jazeera English,03 Mar 2024 ,https://news.google.com/rss/articles/CBMirwFBVV95cUxPVWVoSlgtYUUxVXNEWFgwbFZqa0JsaHZPWTNJVVM5TzBYYlo4Q0Vqb04zMWJiV2hJOVZHd2lMS3dDWnVmc1F5d0xCZEU0LVV1aExMS0p2MTJCZHZON2R5TmFtMW9nZXVXSFlZbUY5ZzhXOXpKeHVka2t4TE9BZDFaSXo2ajhXWEhnRk9qN3AtMmhlTS0zVktUd1BvNzN1eTY1SHdoVmc4WWprcWhPU1ZZ0gG0AUFVX3lxTFAyNGNnNDNjZk81amZ1SzREWjBudFBoYmtVRXc1WWc2YklWUDJya0thV0d6WDVtVkhSUXRVOW5MNkQzRDd5SVlTMnJZMi1rMy1sTUJfMkFqc1pYZ0tnVHQzeXRaOTlndloyNDN6V0FtNWV3c1BHS3RJSVlNbThjcDEtLUlTNG1xblhTejJNeWtVYm5VUmZ0OXRIcklqd1lHbGI3N0IwQkUxYW55ZTkwNlo0bFczOA?oc=5&hl=en-US&gl=US&ceid=US:en
href,Scientist claims he knows where missing MH370 went: 'Perfect hiding spot lies in...' - The Times of India,27 Aug 2024 ,https://news.google.com/rss/articles/CBMi8wFBVV95cUxOdlhDR3F0TEpKR2I1NGVpQk1OVmVHY0habkRvQzhmYy1ZalR0RWRhdUZsYkVPcEp2ZEhvVk9haEswOVlCZ2RFMVBsX20wQ3YzXzlWakgtai0zTkdqdXNTZTlaclkxVzVlLTdVUXo1bWZTWENBck9ONEo1cjhhN3RhRTAxX2hiTDV5XzNlUjZDc24zQ3c2X2NzTDdCa3dVUFlYZjltOVptd3ZPRWZ4OHdTTGVicFJDdGQ2aDZRb2JObUVia1k4ZENSZWlSZU93cE5FcDhMc0JRb0o3Y3BBaUFYQVR6a0JEZ2ZxaXI2M1pFOVZ0UlnSAfgBQVVfeXFMT3FnemRwQ0c1QXQtN1Q0VW0zY3pCM2ljcUl5bEhVWmtvMTNpa1JwZWZBMWgwVm1QUjk3c3h1dlY5Smx3QUpSWHBPT2JnMnN1eGtheWdaLVhuUFZYTEJzcGd1ZGlEYk9FRG02VlVLbV9yRS1JdkRITGg2dEdPdE53dWpFZmRxMHVyeDlzQzQzTlpHMWlTSjVqNmxyMEQwNndKS3F2SWRoUlVSV1RENkMxdmoxSjFULVhIR2QtcFFGcVhFcXVuQmVra3VaU2dlM2hUb0swTVhnaE1xQ3p2bmxhZXFiZFRRMThqelNvazJZUU8xVEp3VUpxczQ?oc=5&hl=en-US&gl=US&ceid=US:en
href,Purdue helped buy the plane Amelia Earhart flew when she disappeared. Has it been found? - IndyStar,01 Feb 2024 ,https://news.google.com/rss/articles/CBMi5wFBVV95cUxPNGVqSDc0endTOXpOUmsxZEV0eWp5VVV2cjIweGhsWC03UFVoVjlnSnVmNWdrU3psV0NHdkxhbjdWX0JqaXNDdndCVUNWd2JfUGg2WVZnckRPZUVFRGV5QW1fNEVIUDRDZlIzRTJYZWcyQ05rNkloOWxqbDlZTldCR1NSa2RyVXRIenk2dTdKb0FrR1l6OElYTVEtLXNEdXp1SnlzR3hJOVd0RkFvNGo0WjBOdHRsTW91dmxlemZDZlRoR1lVU3hRdVU1NjVsd1RpbXJBeUxiWHhlMkdvUFM2TlRITlVrdFU?oc=5&hl=en-US&gl=US&ceid=US:en
href,What is the MH370 Case? Why did it disappear and how did scientists solve the mystery? - Jagran Josh,28 Aug 2024 ,https://news.google.com/rss/articles/CBMiwAFBVV95cUxNaFBtQV9jVDkzT2M5MTk2Z21WVWNvU056eWRacnU4djRuVEx3RWJTR1NDaGs2cE1qazB0WkxvbHY2UWZtbzNGNEJyNUZyeFJ0OUwxOU10bUdGd2d1UVg2SWx5anlIZjBlR0FoMnFMdUdNYm05MzRuRFBPcXJNeFRqX3hYUmxkXzVoa0NVQjdpRV9hamZOSWhMSm9JLU1JTEJjVXVkZ29CN3dWcWFKNHpRZzgyM1huS3RidmdVTVZnd0k?oc=5&hl=en-US&gl=US&ceid=US:en
href,Have Researchers Found Amelia Earhart’s Long-Lost Plane? - Smithsonian Magazine,29 Jan 2024 ,https://news.google.com/rss/articles/CBMiqwFBVV95cUxOa0wzVGhBNHpUSnQtdVQwWTBiMjNIU1NteVhXT2pJRXQ0SHBoY0F2NWUzR1dNRVZsMDZmYzdOTWpVblNfTjktQVdyNkhoYzQwSkkwVk4wZzYycWxqNndLVk5GVDlNUGltOUJBdXJadktNRndVNEFNX1VwRGdvcEtUNFFUem5HREF5NGt6Y2RCZ1dSZ3hINjdLeVhSbmJYdHl4aXVKY1RpbC1HMVk?oc=5&hl=en-US&gl=US&ceid=US:en
